Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
2002,0,1473,1201 TARAVAL ST,Walgreens,TARAVAL,SIDEWALK,1,2,,"(37.7426519476, -122.479108009)"
2002,0,1474,200 WEST PORTAL AVE,Walgreens,WEST PORTAL,SIDEWALK,1,2,,"(37.7389320279, -122.468399609)"
2002,0,1475,1201 GUERRERO ST,Watermelon Sugar Salon,GUERRERO,SIDEWALK,1,2,,"(37.7518359478, -122.422620008)"
2002,0,1476,4045 24TH ST,Wells Fargo,24TH ST,SIDEWALK,1,2,,"(37.7511229476, -122.432847009)"
2002,0,1477,731 IRVING ST,Wells Fargo,IRVING,SIDEWALK,1,2,,"(37.7638139481, -122.465801009)"
2002,0,1478,1256 MARKET ST,Wells Fargo and Munch Haven,MARKET,SIDEWALK,1,2,,"(37.7783019478, -122.416056009)"
2002,0,1479,1870 FILLMORE ST,Wine Jar,FILLMORE,SIDEWALK,1,2,,"(37.7865897177, -122.433077508)"
2015,1,1480,501 BEALE ST,Watermark,BEALE,SIDEWALK,2,4,,"(37.7862360475, -122.389073809)"
2002,0,1481,780 STANYAN ST,Yoga Tree,STANYAN,SIDEWALK,1,2,,"(37.7677829477, -122.452882009)"
2002,0,1482,701 HOWARD ST,Zeum Museum,HOWARD,SIDEWALK,1,2,,"(37.7835129483, -122.400813009)"
2003,0,1483,225 BUSH ST,office building,BUSH ST,SIDEWALK,2,4,,"(37.7909369482, -122.401337009)"
2003,0,1484,782 ARGUELLO BLVD,Arguello Super,ARGUELLO BLVD,SIDEWALK,2,4,,"(37.7756479481, -122.458120009)"
2015,1,1485,1290 FILLMORE ST,West Bay Conference Center,FILLMORE,SIDEWALK,1,2,,"(37.7812759482, -122.431840009)"
2003,0,1486,1 DR CARLTON B GOODLETT PL,City Hall,POLK,SIDEWALK,2,4,,"(37.7788459481, -122.419030008)"
2003,0,1487,157 TOWNSEND ST,Modern Dentistry,TOWNSEND,SIDEWALK,2,4,,"(37.7792519475, -122.391369008)"
2003,0,1488,36 02ND ST,UNKNOWN,02ND ST,SIDEWALK,2,4,,"(37.7885869483, -122.400958009)"
2003,0,1489,114 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,2,4,,"(37.7914999483, -122.400450009)"
2003,0,1490,360 18TH AVE,YMCA,18TH AVE,SIDEWALK,1,2,,"(37.7812709482, -122.476968009)"
2003,0,1491,4068 18TH ST,Brandy Ho's Hunan Food,18TH ST,SIDEWALK,1,2,,"(37.761160948, -122.434231009)"
2003,0,1492,564 MARKET ST,Dharmaspace Pilates,MARKET,SIDEWALK,1,2,,"(37.7898789477, -122.401188009)"
2003,0,1493,700 HAIGHT ST,Palmyra Restaurant,HAIGHT,SIDEWALK,1,2,,"(37.771878948, -122.433945009)"
2003,0,1494,7 DRUMM ST,Taco Bell,DRUMM,SIDEWALK,1,2,,"(37.7938239475, -122.396712008)"
2003,0,1495,1 BUSH PLZ,One Bush Plaza,MARKET,SIDEWALK,1,2,,"(37.7905482775, -122.400333709)"
2003,0,1496,926 TARAVAL ST,Chase,TARAVAL,SIDEWALK,1,2,,"(37.7432679481, -122.476361008)"
2003,0,1497,44 MONTGOMERY ST,Union Bank,MONTGOMERY,SIDEWALK,1,2,,"(37.7898079478, -122.401767009)"
2003,0,1498,1122 TARAVAL ST,Sterling Bank and Trust,TARAVAL,SIDEWALK,1,2,,"(37.7431809479, -122.478343008)"
2003,0,1499,320 10TH ST,Spectrum Auto Body,10TH ST,SIDEWALK,1,2,,"(37.772326948, -122.412622009)"
2003,0,1500,225 11TH ST,Don Ramon's Mexican Restaurant,11TH ST,SIDEWALK,1,2,,"(37.7729379475, -122.414952009)"
2003,0,1501,3600 16TH ST,Lookout and Squat & Gobble,16TH ST,SIDEWALK,1,2,,"(37.7643909483, -122.433406009)"
2003,0,1502,3141 16TH ST,Monk's Kettle,16TH ST,SIDEWALK,1,2,,"(37.7646309481, -122.422973008)"
2003,0,1503,395 SOUTH VAN NESS AVE,Video Transfer Center,S VAN NESS,SIDEWALK,1,2,,"(37.7670139479, -122.417356009)"
2003,0,1504,1525 MARKET ST,Bank of America,11TH ST,SIDEWALK,1,2,,"(37.7748619483, -122.418581009)"
2003,0,1505,295 DIVISADERO ST,Elliptical Bodywork,DIVISADERO,SIDEWALK,1,2,,"(37.7720279479, -122.437516009)"
2003,0,1506,680 02ND ST,Beach Blanket Babylon,02ND ST,SIDEWALK,1,2,,"(37.7806969481, -122.391232009)"
2003,0,1507,401 EUCLID AVE,Laurel Hill Nursery School,EUCLID,SIDEWALK,1,2,,"(37.7837999479, -122.452729009)"
2003,0,1508,3013 24TH ST,24th Street Head Start,24TH ST,SIDEWALK,1,2,,"(37.7524549477, -122.412221008)"
2003,0,1509,2200 CLEMENT ST,4 Star Theater,23RD AVE,SIDEWALK,1,2,,"(37.7823569479, -122.482930009)"
2003,0,1510,180 NEW MONTGOMERY ST,Art Academy University,NEW MONTGOMERY,SIDEWALK,1,2,,"(37.7862509475, -122.399521009)"
2003,0,1511,3376 22ND ST,Avantguard Locksmith,22ND ST,SIDEWALK,1,2,,"(37.7554518675, -122.422571409)"
2003,0,1512,4121 18TH ST,Badlands,18TH ST,SIDEWALK,1,2,,"(37.7606679478, -122.435479009)"
2003,0,1513,678 GREEN ST,Beach Blanket Babylon,GREEN,SIDEWALK,1,2,,"(37.799635948, -122.410267009)"
2003,0,1514,1348 09TH AVE,Bika Yoga Studio,09TH AVE,SIDEWALK,1,2,,"(37.7631559483, -122.465920009)"
2003,0,1515,1348 09TH AVE,Bika Yoga Studio,09TH AVE,SIDEWALK,1,2,,"(37.7631559483, -122.465920009)"
2003,0,1516,451 JUDAH ST,Bikram Yoga Inner Sunset,JUDAH,SIDEWALK,1,2,,"(37.7618889482, -122.467058009)"
2003,0,1517,342 DIVISADERO ST,Black Nose Trading Co.,DIVISADERO,SIDEWALK,1,2,,"(37.772846948, -122.437032008)"
2003,0,1518,270 MASONIC AVE,Blood Centers of the Pacific,MASONIC,SIDEWALK,1,2,,"(37.7789189477, -122.446749009)"
2003,0,1519,1810 CLEMENT ST,Blue Fin Sushi,CLEMENT,SIDEWALK,1,2,,"(37.7823119475, -122.478749009)"
2003,0,1520,1686 15TH ST,Bridges Architecture,15TH ST,SIDEWALK,1,2,,"(37.7668110077, -122.421752508)"
2003,0,1521,755 COLUMBUS AVE,Bristol Weeden Painting,COLUMBUS,SIDEWALK,1,2,,"(37.8015999476, -122.412336009)"
2003,0,1522,86 CARL ST,Burgermeister,CARL,SIDEWALK,1,2,,"(37.7659979479, -122.449678008)"
2003,0,1523,1032 CLEMENT ST,Cafe la Flore,CLEMENT,SIDEWALK,1,2,,"(37.7828499481, -122.470532008)"
0,0,1524,5 LENNOX WAY,West Portal Elementary School,CLAREMONT BLVD,SIDEWALK,0,0,,"(37.7436143481, -122.464731609)"
2003,0,1525,1261 HOWARD ST,Cassell Gallery,HOWARD,SIDEWALK,1,2,,"(37.7753239481, -122.412145009)"
2003,0,1526,429 CASTRO ST,Castro Theatre,CASTRO ST,SIDEWALK,1,2,,"(37.7620129481, -122.434696008)"
2003,0,1527,474 VALENCIA ST,Centro del Pueblo,VALENCIA,SIDEWALK,1,2,,"(37.765408948, -122.422417008)"
2003,0,1528,82 14TH ST,Chez Spencer,14TH ST,SIDEWALK,1,2,,"(37.7688139478, -122.415111009)"
2003,0,1529,445 CHURCH ST,Children's Council of San Francisco,CHURCH,SIDEWALK,1,2,,"(37.7637539478, -122.428205008)"
2003,0,1530,3505 17TH ST,Claire's Deli,17TH ST,SIDEWALK,1,2,,"(37.7630089478, -122.424214009)"
2003,0,1531,500 BRANNAN ST,CoCo 500,BRANNAN ST,SIDEWALK,1,2,,"(37.7782789482, -122.396858008)"
2003,0,1532,956 COLE ST,Cole Hardware,COLE,SIDEWALK,1,2,,"(37.7653687776, -122.449451009)"
2003,0,1533,70 04TH ST,Cole Hardware,JESSIE,SIDEWALK,1,2,,"(37.7846849478, -122.404910009)"
2015,1,1534,79 WEST PORTAL AVE,West Portal Shoe Service,WEST PORTAL,SIDEWALK,1,2,,"(37.7399042479, -122.466453608)"
2003,0,1535,3388 17TH ST,Core Pilates,17TH ST,SIDEWALK,1,2,,"(37.7635769477, -122.421036009)"
2003,0,1536,2164 POLK ST,Crave,POLK,SIDEWALK,1,2,,"(37.7967909475, -122.421644008)"
2003,0,1537,445 CASTRO ST,CVS Pharmacy,CASTRO ST,SIDEWALK,1,2,,"(37.7617299478, -122.434795009)"
2003,0,1538,711 MARKET ST,Del Taco,MARKET,SIDEWALK,1,2,,"(37.7870249478, -122.403690008)"
2003,0,1539,621 DIVISADERO ST,Divisadero Health Haven,DIVISADERO,SIDEWALK,1,2,,"(37.7753219477, -122.438045009)"
2003,0,1540,375 11TH ST,DNA Lounge,11TH ST,SIDEWALK,1,2,,"(37.7710789478, -122.412604009)"
2003,0,1541,938 VALENCIA ST,Dolores Street Community Services,VALENCIA,SIDEWALK,1,2,,"(37.7579140383, -122.421497808)"
2003,0,1542,3130 FILLMORE ST,Espresso Roma Cafe,FILLMORE,SIDEWALK,1,2,,"(37.7986109482, -122.435534009)"
2003,0,1543,1325 HOWARD ST,Foamorder,HOWARD,SIDEWALK,1,2,,"(37.7744569484, -122.413397008)"
2003,0,1544,3080 16TH ST,Forest Books,16TH ST,SIDEWALK,1,2,,"(37.7651759482, -122.421596009)"
2015,1,1545,428 CORTLAND AVE,Wild Side West Bar and Beer Garden,CORTLAND,SIDEWALK,1,2,,"(37.7389606475, -122.417128408)"
2003,0,1546,270 06TH ST,Gene Friend Recreation Center,06TH ST,SIDEWALK,1,2,,"(37.7786229483, -122.406247009)"
2003,0,1547,4035 JUDAH ST,General Store and Two Birds Fly,JUDAH,SIDEWALK,1,2,,"(37.7601979478, -122.505461009)"
2003,0,1548,888 BRANNAN ST,Gift Center and Jewelry Market,BRANNAN ST,SIDEWALK,1,2,,"(37.7720149482, -122.405193009)"
2003,0,1549,300 CONNECTICUT ST,Goat Hi,CONNECTICUT,SIDEWALK,1,2,,"(37.7624019481, -122.397653009)"
2003,0,1550,1620 POLK ST,Good Vibrations,POLK,SIDEWALK,1,2,,"(37.7919119482, -122.420596009)"
2003,0,1551,822 GEARY ST,Goodwill,GEARY,SIDEWALK,1,2,,"(37.7865299475, -122.417005008)"
2003,0,1552,2239 POLK ST,Greens Sports Bar,POLK,SIDEWALK,1,2,,"(37.7975479482, -122.422361009)"
2003,0,1553,558 CLAYTON ST,Haight Ashbury Free Clinic,CLAYTON,SIDEWALK,1,2,,"(37.7699649482, -122.448317009)"
2003,0,1554,2448 CLEMENT ST,Hard Knox Cafe,26TH AVE,SIDEWALK,1,2,,"(37.7822269477, -122.485747009)"
2003,0,1555,698 HAYES ST,Hayes Market,HAYES,SIDEWALK,1,2,,"(37.7764659483, -122.427782008)"
2003,0,1556,5030 GEARY BLVD,House of Bagels,GEARY,SIDEWALK,1,2,,"(37.7809099476, -122.473486009)"
2003,0,1557,3400 CALIFORNIA ST,Insight Productions,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7869609479, -122.450415009)"
2003,0,1558,1688 BRYANT ST,Jade Cafe,BRYANT ST,SIDEWALK,1,2,,"(37.7657429479, -122.410555008)"
2003,0,1559,1220 NOE ST,James Lick Middle School,NOE,SIDEWALK,1,2,,"(37.7493629477, -122.432785009)"
2003,0,1560,6134 GEARY BLVD,Joe's Coffee Shop,GEARY,SIDEWALK,1,2,,"(37.7803709482, -122.485376009)"
2003,0,1561,3190 21ST ST,Jujanelly Flower Shop,21ST ST,SIDEWALK,1,2,,"(37.7572579479, -122.418605008)"
2003,0,1562,4000 GEARY BLVD,Ken & Mary Hair Salon,GEARY,SIDEWALK,1,2,,"(37.7813489476, -122.462337009)"
2003,0,1563,501 FILLMORE ST,Key Food Grocery,FILLMORE,SIDEWALK,1,2,,"(37.7741779476, -122.431047009)"
2003,0,1564,3329 24TH ST,La Mejor Bakery,24TH ST,SIDEWALK,1,2,,"(37.7519669482, -122.419119009)"
2003,0,1565,901 VALENCIA ST,La Rondalla Restaurant,20TH ST,SIDEWALK,1,2,,"(37.758350948, -122.420958009)"
2015,7,1566,354 05TH ST,Wood Thumb,05TH ST,SIDEWALK,1,2,,"(37.7794643478, -122.402752209)"
2003,0,1567,1201 FOLSOM ST,Leather Etc.,FOLSOM,SIDEWALK,1,2,,"(37.7746679482, -122.410050009)"
2003,0,1568,2966 24TH ST,Leon Multiservicio,24TH ST,SIDEWALK,1,2,,"(37.752884948, -122.411477009)"
2003,0,1569,2929 24TH ST,Live Fit Gym,24TH ST,SIDEWALK,1,2,,"(37.7524769482, -122.410625009)"
2003,0,1570,1555 MARIPOSA ST,Live Oak School,MARIPOSA,SIDEWALK,1,2,,"(37.7634539482, -122.399458008)"
2003,0,1571,601 BRUNSWICK ST,Lowell Market,BRUNSWICK,SIDEWALK,1,2,,"(37.7095639475, -122.445534009)"
2003,0,1572,170 OFARRELL ST,Macy's,O'FARRELL,SIDEWALK,1,2,,"(37.7867958577, -122.407363509)"
2003,0,1573,2206 IRVING ST,Future Mobile Inc,IRVING,SIDEWALK,1,2,,"(37.7636099481, -122.481705009)"
2003,0,1574,2400 IRVING ST,Goodwill,IRVING,SIDEWALK,1,2,,"(37.7635129483, -122.483856009)"
2003,0,1575,2305 IRVING ST,Little Paris,IRVING,SIDEWALK,1,2,,"(37.7630709478, -122.482642008)"
2003,0,1576,2801 MISSION ST,McDonalds,24TH ST,SIDEWALK,1,2,,"(37.7520925181, -122.418085709)"
2003,0,1577,2801 MISSION ST,McDonalds,24TH ST,SIDEWALK,1,2,,"(37.7520925181, -122.418085709)"
2003,0,1578,595 BUCKINGHAM WAY,medical building,BUCKINGHAM,SIDEWALK,1,2,,"(37.7295239479, -122.479519009)"
2003,0,1579,1701 DIVISADERO ST,medical offices,DIVISADERO,SIDEWALK,1,2,,"(37.7854879481, -122.440238009)"
2003,0,1580,2221 CLEMENT ST,Mescolanza Restaurant,CLEMENT,SIDEWALK,1,2,,"(37.7818509478, -122.483166009)"
2003,0,1581,220 BUSH ST,Mills Building,BUSH ST,SIDEWALK,1,2,,"(37.7913919479, -122.401307009)"
2003,0,1582,204 03RD ST,Moscone Center,03RD ST,SIDEWALK,1,2,,"(37.7835133078, -122.400813408)"
2003,0,1583,204 03RD ST,Moscone Center,03RD ST,SIDEWALK,1,2,,"(37.7835133078, -122.400813408)"
2003,0,1584,900 ALABAMA ST,Mullen & Mullen Sewing Contractor,ALABAMA,SIDEWALK,1,2,,"(37.757233608, -122.411591908)"
2003,0,1585,245 11TH ST,multiple,11TH ST,SIDEWALK,1,2,,"(37.7727099476, -122.414667008)"
2015,1,1586,2255 POLK ST,Woods Polk Station,POLK,SIDEWALK,1,2,,"(37.7976957479, -122.422356109)"
2003,0,1587,1414 CALIFORNIA ST,Nob Hill Hardware,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7911759476, -122.417704009)"
2003,0,1588,2555 IRVING ST,Nomad Cyclery,27TH AVE,SIDEWALK,1,2,,"(37.7629450583, -122.485504608)"
2003,0,1589,2555 IRVING ST,Nomad Cyclery,27TH AVE,SIDEWALK,1,2,,"(37.7629450583, -122.485504608)"
2003,0,1590,3154 17TH ST,Ocean Door and Sash Company,17TH ST,SIDEWALK,1,2,,"(37.7638399483, -122.416461008)"
2003,0,1591,3141 17TH ST,Ocean Sash and Door Co.,17TH ST,SIDEWALK,1,2,,"(37.7634139478, -122.416029008)"
2003,0,1592,333 BUSH ST,office building,BUSH ST,SIDEWALK,1,2,,"(37.790591948, -122.403057008)"
2003,0,1593,1 BUSH PLZ,One Bush Plaza,MARKET,SIDEWALK,1,2,,"(37.7905482775, -122.400333709)"
2003,0,1594,633 BATTERY ST,One Jackson Place,BATTERY,SIDEWALK,1,2,,"(37.7971469477, -122.401161009)"
2003,0,1595,110 SUTTER ST,One Medical Group,SUTTER,SIDEWALK,1,2,,"(37.7902249481, -122.402697009)"
2002,0,1596,4645 MISSION ST,Walgreens,MISSION,SIDEWALK,1,2,,"(37.7239229478, -122.434925008)"
2003,0,1597,2227 POLK ST,Pesce Seafood Bar,POLK,SIDEWALK,1,2,,"(37.7972489482, -122.422300009)"
2010,10,1598,4681 MISSION ST,Filipino Community Center,MISSION,SIDEWALK,1,2,,"(37.7233479476, -122.435475008)"
2003,0,1599,3180 18TH ST,Pioneer Building,18TH ST,SIDEWALK,1,2,,"(37.7623849475, -122.414601009)"
2003,0,1600,525 BRYANT ST,Polaris Group,BRYANT ST,SIDEWALK,1,2,,"(37.7807819476, -122.396559009)"
2003,0,1601,2800 24TH ST,Pop's Bar,24TH ST,SIDEWALK,1,2,,"(37.7530379977, -122.408398708)"
2003,0,1602,3122 16TH ST,Pork Store Cafe,16TH ST,SIDEWALK,1,2,,"(37.7651249475, -122.422612008)"
2003,0,1603,4720 03RD ST,Positive Directiond Equals Change,03RD ST,SIDEWALK,1,2,,"(37.7354429483, -122.390845008)"
2003,0,1604,2981 24TH ST,Precita Eyes Mural Art and Visitor Center,24TH ST,SIDEWALK,1,2,,"(37.7524239482, -122.411514009)"
2003,0,1605,3409 23RD ST,Quetzalcoatz Tattoo,23RD ST,SIDEWALK,1,2,,"(37.7534849475, -122.421073009)"
2003,0,1606,1745 FOLSOM ST,Rainbow Grocery,FOLSOM,SIDEWALK,1,2,,"(37.7691089483, -122.415058008)"
2003,0,1607,25 SANCHEZ ST,Duboce Park Café,SANCHEZ,SIDEWALK,1,2,,"(37.7689289481, -122.430979009)"
2003,0,1608,628 20TH ST,Retox Lounge,20TH ST,SIDEWALK,1,2,,"(37.7606839478, -122.388228008)"
2015,7,1609,49 STEVENSON ST,Yank Sing restaurant,STEVENSON,SIDEWALK,1,2,,"(37.7897172476, -122.399426208)"
2003,0,1610,2351 MARKET ST,Rolo SF,MARKET,SIDEWALK,1,2,,"(37.7630639476, -122.434057009)"
2003,0,1611,1301 HOWARD ST,Rolo SOMA,HOWARD,SIDEWALK,1,2,,"(37.7746369483, -122.413169009)"
2003,0,1612,2817 24TH ST,Roosevelt Tamale Parlor,24TH ST,SIDEWALK,1,2,,"(37.7526319477, -122.408587009)"
2003,0,1613,3117 16TH ST,Roxie Theater,16TH ST,SIDEWALK,1,2,,"(37.7646229477, -122.422415009)"
2003,0,1614,2348 CLEMENT ST,Royal Ground Coffee,CLEMENT,SIDEWALK,1,2,,"(37.7822789479, -122.484619009)"
2003,0,1615,3602 20TH ST,Ruby,20TH ST,SIDEWALK,1,2,,"(37.7587059376, -122.421608109)"
2003,0,1616,1816 IRVING ST,PPQ Beef Noodle House,IRVING,SIDEWALK,1,2,,"(37.7637619475, -122.477486009)"
2003,0,1617,33 GOUGH ST,San Francisco Community College District,GOUGH,SIDEWALK,1,2,,"(37.7720549479, -122.421271009)"
2003,0,1618,1028 HOWARD ST,San Francisco Green Party,HOWARD,SIDEWALK,1,2,,"(37.7794689483, -122.407922009)"
2003,0,1619,3940 JUDAH ST,Sea Breeze Cafe,JUDAH,SIDEWALK,1,2,,"(37.7606289482, -122.504582008)"
2003,0,1620,3274 21ST ST,Serrano's Pizza & Pasta,21ST ST,SIDEWALK,1,2,,"(37.757141948, -122.420517008)"
2003,0,1621,2116 IRVING ST,Quickly,IRVING,SIDEWALK,1,2,,"(37.7635699479, -122.480677009)"
2003,0,1622,333 11TH ST,Slims,11TH ST,SIDEWALK,1,2,,"(37.771490948, -122.413241009)"
2003,0,1623,4115 19TH ST,Spike's Coffee and Tea,19TH ST,SIDEWALK,1,2,,"(37.7591263079, -122.435167808)"
2003,0,1624,4620 CALIFORNIA ST,St James Episcopal Church,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7849389479, -122.467201008)"
2003,0,1625,1501 FILLMORE ST,Starbucks,FILLMORE,SIDEWALK,1,2,,"(37.7834809481, -122.433316009)"
2003,0,1626,730 TARAVAL ST,Safeway,TARAVAL,SIDEWALK,1,2,,"(37.7433589478, -122.474291009)"
2003,0,1627,2550 IRVING ST,SF Credit Union,IRVING,SIDEWALK,1,2,,"(37.7634319476, -122.485143008)"
2003,0,1628,1701 POWELL ST,Sushi Hunter,POWELL,SIDEWALK,1,2,,"(37.8003849479, -122.411171008)"
2003,0,1629,2239 MARKET ST,Sweet Inspiration,MARKET,SIDEWALK,1,2,,"(37.7650839482, -122.431409009)"
2003,0,1630,136 CHURCH ST,Taqueria El Castillito,CHURCH,SIDEWALK,1,2,,"(37.7687229479, -122.429430008)"
2003,0,1631,333 VALENCIA ST,The Fog Building,VALENCIA,SIDEWALK,1,2,,"(37.7676849078, -122.421690009)"
2003,0,1632,1199 SOUTH VAN NESS AVE,The Little Spot Cafe,S VAN NESS,SIDEWALK,1,2,,"(37.7541179479, -122.416072008)"
2003,0,1633,2876 CALIFORNIA ST,The Mindful Body,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7881629482, -122.441761009)"
2003,0,1634,1222 NORIEGA ST,Bashful Bull Hamburgers,NORIEGA,SIDEWALK,1,2,,"(37.7544659483, -122.476992008)"
2003,0,1635,615 BALBOA ST,The Richmond Restaurant,BALBOA ST,SIDEWALK,1,2,,"(37.7770259479, -122.465347008)"
2003,0,1636,4101 CALIFORNIA ST,Third Avenue Food Market,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7851609481, -122.461532009)"
2003,0,1637,5843 GEARY BLVD,Thom's Natural Food,GEARY,SIDEWALK,1,2,,"(37.7799349479, -122.482164008)"
2003,0,1638,1314 CASTRO ST,Tierra Mia,CASTRO ST,SIDEWALK,1,2,,"(37.7509959475, -122.434336009)"
2003,0,1639,583 SHOTWELL ST,Timbuk2,SHOTWELL,SIDEWALK,1,2,,"(37.7590796183, -122.415274709)"
2003,0,1640,601 VALENCIA ST,T-Mobile store,VALENCIA,SIDEWALK,1,2,,"(37.7630919483, -122.421395009)"
2003,0,1641,1900 FOLSOM ST,Truck,FOLSOM,SIDEWALK,1,2,,"(37.7667949481, -122.415783009)"
2003,0,1642,2240 CHESTNUT ST,Tuttimelon,CHESTNUT ST,SIDEWALK,1,2,,"(37.8004819478, -122.440145009)"
2003,0,1643,3401 IRVING ST,Toby's Sunset Soccer Supply,IRVING,SIDEWALK,1,2,,"(37.7625509476, -122.494431009)"
2003,0,1644,246 01ST ST,UNKNOWN,01ST ST,SIDEWALK,1,2,,"(37.7877329482, -122.395663009)"
2003,0,1645,181 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7871749475, -122.398362009)"
2003,0,1646,181 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7871749475, -122.398362009)"
2003,0,1647,563 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7825389475, -122.392461009)"
2003,0,1648,595 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7822630477, -122.392142609)"
2003,0,1649,595 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7822630477, -122.392142609)"
2003,0,1650,144 02ND ST,UNKNOWN,02ND ST,SIDEWALK,1,2,,"(37.7872089482, -122.399211009)"
2003,0,1651,4343 03RD ST,UNKNOWN,03RD ST,SIDEWALK,1,2,,"(37.738092948, -122.389208009)"
2003,0,1652,500 04TH ST,UNKNOWN,04TH ST,SIDEWALK,1,2,,"(37.7792929483, -122.398131009)"
2003,0,1653,480 05TH ST,UNKNOWN,05TH ST,SIDEWALK,1,2,,"(37.7779239481, -122.400857009)"
2003,0,1654,26 07TH ST,UNKNOWN,07TH ST,SIDEWALK,1,2,,"(37.780070948, -122.412400009)"
2003,0,1655,26 07TH ST,UNKNOWN,07TH ST,SIDEWALK,1,2,,"(37.780070948, -122.412400009)"
2003,0,1656,230 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.7743989479, -122.412862009)"
2003,0,1657,230 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.7743989479, -122.412862009)"
2003,0,1658,430 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.771948948, -122.409791008)"
2003,0,1659,430 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.771948948, -122.409791008)"
2003,0,1660,65 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.7767699482, -122.414948009)"
2003,0,1661,65 09TH ST,UNKNOWN,09TH ST,SIDEWALK,1,2,,"(37.7767699482, -122.414948009)"
2003,0,1662,123 BATTERY ST,UNKNOWN,BATTERY,SIDEWALK,1,2,,"(37.7926019478, -122.400439009)"
2003,0,1663,1500 CHURCH ST,UNKNOWN,CHURCH,SIDEWALK,1,2,,"(37.7467509478, -122.427243009)"
2003,0,1664,1509 CHURCH ST,UNKNOWN,CHURCH,SIDEWALK,1,2,,"(37.7466509475, -122.426666008)"
2003,0,1665,842 COLE ST,UNKNOWN,COLE,SIDEWALK,1,2,,"(37.7661959478, -122.449777009)"
2003,0,1666,121 COLLINGWOOD ST,UNKNOWN,COLLINGWOOD,SIDEWALK,1,2,,"(37.7604422878, -122.435758008)"
2003,0,1667,127 COLLINGWOOD ST,UNKNOWN,COLLINGWOOD,SIDEWALK,1,2,,"(37.7603749478, -122.435752009)"
2003,0,1668,451 CORTLAND AVE,UNKNOWN,CORTLAND,SIDEWALK,1,2,,"(37.7392749475, -122.416856008)"
2003,0,1669,750 EDDY ST,UNKNOWN,EDDY,SIDEWALK,1,2,,"(37.783254948, -122.420049009)"
2003,0,1670,248 FILLMORE ST,UNKNOWN,FILLMORE,SIDEWALK,1,2,,"(37.7719309481, -122.430151009)"
2003,0,1671,1040 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,"(37.7779559476, -122.406706009)"
2003,0,1672,200 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,"(37.7892859478, -122.392299008)"
2003,0,1673,2597 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,"(37.7557889477, -122.414403009)"
2003,0,1674,816 FOLSOM ST,UNKNOWN,FOLSOM,SIDEWALK,1,2,,"(37.7817999481, -122.401840009)"
2003,0,1675,1751 FULTON ST,UNKNOWN,FULTON,SIDEWALK,1,2,,"(37.7756329475, -122.445541008)"
2003,0,1676,60 GOLDEN GATE AVE,UNKNOWN,GOLDEN GATE,SIDEWALK,1,2,,"(37.7824142478, -122.411785909)"
2003,0,1677,381 GUERRERO ST,UNKNOWN,GUERRERO,SIDEWALK,1,2,,"(37.7651509483, -122.423890009)"
2003,0,1678,488 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7723570379, -122.430268009)"
2003,0,1679,1506 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7699949479, -122.447179009)"
2003,0,1680,1543 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7696269475, -122.447668009)"
2003,0,1681,1667 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7693749478, -122.450051009)"
2003,0,1682,547 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7718779483, -122.431212009)"
2003,0,1683,583 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7717959475, -122.431719009)"
2003,0,1684,791 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,"(37.7713189477, -122.435107009)"
2003,0,1685,2 HARRISON ST,UNKNOWN,HARRISON,SIDEWALK,1,2,,"(37.7898029477, -122.389757008)"
2003,0,1686,1871 HAYES ST,UNKNOWN,HAYES,SIDEWALK,1,2,,"(37.7736439481, -122.447374009)"
